,Label,text
10,bodo,"Ataoko ahoana moa
manakoako tsy hay tohaina
nokitraninao hifoha ity
lasako feno taraina

Ataoko ahoana nefa
mitamberina ny tantara
ny rahona nandalo 
nofy ratsy tsisy mpahalala

Tsy ho haiko ho adinoina
tsy ho voarara
ny hitanisa ireto voina
arahim-peon-gitara

Tsy maninona moa
fa fahatsiarovana no sisa
ny diam-patsiky ny omaly ve
manolatra izy dia tsy hita

Ataoko ahoana nefa
mitamberina ny tantara
ny rahona mandalo 
nofy ratsy tsisy mpahalala        --------"
11,bodo,"Mandiniha fa toetra ratsy
Aleo milaza fa hoe izaho tsy ho avy
Toy izay mampanantena
Izaho anefa aty mihenahena
Fa raha toa ianao malaina
Avelao aho fa aza adalaina e!
Tsy efako raha ianao tia ahy
Ianao indray no toa mila kisa

Ataoko akory iha raha tsy ahefa
Ny ahy lahy fitia diso fiantefa
Nihevitra aho fa hiaraka amin’ny sarotra e! (Tsy ahefa)
Hay moa ny fitiavanao mifototra e!

Ny fotoana tamin’ny dimy
Raha tsy tonga ianao tsy omena tsiny
Fa raha hitako any an-kafa
Izany kosa angamba hafahafa
Fa raha toa ianao malaina
Avelao aho fa aza adailana
Tsy efako raha ianao tia ahy
Ianao indray no toa mila kisa

Ataoko akory ia raha tsy ahefa
Ny ahy lahy fitia diso fiantefa
Nihevitra aho fa hiaraka amin’ny sarotra e!
Hay moa ny fitiavanao mifototra e!

Aut/Comp: Bodo/Lila        --------"
12,bodo,"Fa hafanana hafa indray no tadiavinao
Satria efa maty ilay niaraha-namindro
fo sy fiainana vaovao no ndeha ho potehinao
F’efa rava tsisy intsony ny teo aloha rehetra teo

       Ref:Hainao ny misangy ireny
           Hainao ny manimba fo mandratra
           Fa tsy hainao ny mamela azy ireny 
           Ho faly

Ny takaitra avelanao tsy ho voafafa
Ny alahelo anatiko ao no sisa mandatsa ahy
Raha odiana tsy tsaroana,tsy ela akory
Dia miverina indray mamaivay ny afony

       Ref...

Sitrapo niaraha-nanao
Nefa ianao afaka
Ankehitriny aho izao
Mifatotra
Ny hambo-po anatiko ao
Tsy ho hainao fantarina
Tsy ho valifaty
Fa fitiavana        --------"
13,bodo,"Tsy misy akory ny tonga lafatra
Mihinam-bary aza misy latsaka
Mijery ambony raha te ho afaka
Amin'ity fiainana mandalo kely ity e

Izay resy tsy ho akoraina
'Zay mandresy tsy hobiana
Ianao moa hendry ka tsy miangatra
Amin'ity fiainana mandalo kely ity e!

Aza tsaraina,
Aza latsaina koa
Aleo Izy ihany no hijery avy eo ambony
Aza hatsaraina
Aza ovaina koa
F'efa Izy no mandahatra sy Tompon'ny aina
Sy Tompon'ny aina
Sy Tompon'ny aina,
Sy Tompon'ny aina.


Izay mangina dia volamena
Tsy feno ihany no mikobana
Manaja tena fa sao miavaka
Amin'ity fiainana mandalo kely ity e!

Ka na ny haizina hiova ho mazava
Meteza ianao ho miramiran-dava
Dia mifohaza dia mahereza
Amin'ity fiainana mandalo kely ity e!

Aza tsaraina
Aza latsaina koa
Aleo Izy ihany no hijery avy eo ambony
Aza hatsaraina
Na ovaina koa
F'efa Izy no mandahatra sy Tompon'ny aina
Sy Tompon'ny aina
Sy Tompon'ny aina,
Sy Tompon'ny aina.

ô o o o
Eh eh eh

Aza tsaraina
Aza latsaina koa
Aleo Izy ihany no hijery avy eo ambony
Aza hatsaraina
Aza ovaina koa
F'efa Izy no mandahatra sy Tompon'ny aina
Sy Tompon'ny aina
Sy Tompon'ny aina,
Sy Tompon'ny aina.

Aza tsaraina
Aza ovaina
F'Izy Tompon'ny aina        --------"
14,bodo,"Dia babonao hatram’izao
ity foko maditra 
ka mitsiriritra.
Voafolakao
ka dia sahy mitalaho.
ny kotin’ny fitia,
ny maso indray mipia.

kanto avokoa
ny lalan-kaleha
f’efa ianao no atao rehareha.
Jamba ny fo fa tena tiana ianao
Tsy mahagaga akory
fa fiainam-baovao.
(Fiainam-baovao)
Fiainam-baovao...
no iarahana aminao.

REF:
Fanantenana avokoa
ny tonon-kiran’ny fo
fa feno fiainana soa.
Horakoraka maredon’ny mpifankatia
Mifampivelirano ho doria.
Mitsikitsiky mifaly
mihira ny feo.
Mikalo ho anao ka tsy leo.
Horakoraka maredon’ny mpifankatia
mifampivelirano ho doria.





Apetrako ho an’zay chériako zay io a        --------"
15,bodo,"Born to stare at your private eyes
Born to be the woman of your life
Born to give everything you want 
Bianco

Everyone keep singing a love song
Here I get one Bianco
I gotta sing it wether it’s right or wrong
It’s from my heart Bianco
Cause your love makes a blind man see
Make a dumb speak
I can say your a fine
All I know is that your love is a magic
Can turn the night to day

I don’t speak italian well
All I know is ti amo
But since I’ve been along with you
My second sweet word is mi amor
Never touch such a pretty little thing 
Like you in my life time
God knows it, within in my life
Everything is all right Bianco

Oh, oh, oh, oh...
Born to stare at your british eyes
Born to be the woman of your life
Born to give everything you want 
Bianco

I don’t speak italian well
All I know is ti amo
But since I’ve been along with
My second sweet word is mi amor
Never touch such a pretty little thing
Like you in my life time
God knows it all I know is that your love
Is a magic can turn the night to day

Oh, oh, oh, oh
Born to stare at your private eyes
Born to be the man of your life
Born to give everything you want
Bianco


Aut/Comp: Sonny Clark/Sonny Clark        --------"
16,bodo,"Dada olon-tokana
Masoandro amam-bolan’ny fiainako
Tsy mitandro hasasarana
Tsy mety valalanina
Satria mitsinjo an-janany

Dada be fitivana 
Jiro nanazava ny fiainako
Niafy dia niafy ianao
Nanao izay azonao natao
Isaorako eto ny anaranao

Ianao indrindra no nampianatra ahy 
Hiatrika ny fiainako any aoriana
Niaritra ny mafy ianao
Tsy hisy hahasolo ny anaranao 
Hitoetra ao am-poko ny fitiavanao
Fitia tsy manam-petra, ny fiainanao rehetra 
O! ry Dada o! Tena tiako ianao

Dada olon-tokana
Masoandro amam-bolan’ny fiainako
Nitaiza sy nanalokolo
Eny, na dia fotsy volo
Zay nataony vokatry ny fo

Dada be fitiavana
Jiro nanazava ny fiainako
Nananatra, nampianatra 
Nikolokolo fatratra 
Fitiavana tsy takatry ny loha

Ianao indrindra no nampianatra ahy...........        --------"
17,bodo,"Toa ny vorona niara-niriaria
Teny an-dohasaha izahay
Ny rivotra nifofo ny orana nikija
Niaraha-nisetra avokoa

Mahita anao aho ankehitriny
Dia toa adinoko ireny
Variana tamin’ireo tambitamby
Ny ahy fitia tsy antenaina

Ref:
     Fa na dia satriko aza
     Ny hitafa aminao eto ihany
     Avelao aho hamonjy ilay namako any ho any
     Fa manembona aho izany
     Mahatsiaro ny fahazazana nivalona fahiny
     Hany ka mila ho tomany

Fony izahay niara-nilalao
Na ny soa na ny ratsy
Niarahanay natao
Nisy ireo hafaliana
Sy ranomaso indraindray

Fotoana maro teto anilanao
Toa haravoana lalandava
Nanafina alahelo hakiviana
Nahatonga ahy toa hanjombon-dava        --------"
18,bodo,"Fahiny isika roa, nazoto nifanjohy
Nifankatia tokoa ka tsy nifankafoy
Ankehitriny izao, toa niova ny fitia
Fa noho ny asanao, ianao niriaria

Izao tontolo izao tetezina avokoa
Efa voatsidikao New York, Paris, Moscou
Koa iangaviako anao, indraindray raha sitrakao 
Raha toa ka azo atao mba ento ity vadinao

Na mbola eto Madagasikara na any am-pita
Rehefa toera-manan-tantara tiako ho hita
Mba ento aho, ento aho hanaraka anao

Antaontsika fanao, ny miaraka mandeha
Rehefa taom-baovao, na Mai na Juin na Juillet
Toy ny mpivady vao, hidola isika roa
Izay tany misy anao, mba hisy ahy koa

Izao tontolo izao tetezina avokoa
Efa voatsidikao New York, Paris, Moscou
Koa iangaviako anao indraindray raha sitrakao 
Raha toa ka azo atao mba ento ity vadinao




Mpihira : bodo
Tonony : bessa
Feony : bessa        --------"
19,bodo,"Toy ny vorona, niara-niriaria
Teny an-dohasaha izahay
Ny rivotra nifofo, ny orana nikija
Niaraha-nisedra avokoa
Nahita anao, aho ankehitriny
Dia toa adinoko ireny
Variana t@ ireo tambitamby
Nanovo fitia tsy ho antenaina

Fa na dia satriko aza
Ny hitafa aminao eto ihany
avelao aho hamonjy ’lay namako any ho any 
Fa manembona aho izany
Mahatsiaro ny fahazazana nivalona fahiny
Hany ka mila ho tomany

Fony izahay, niara-nilalao
Na ny soa na ny ratsy, niarahana natao
Nisy ireo hafaliana sy ny ranomaso indraindray
fotoana maro teto anilanao, toa haravoana lalandava
nanafina alahelo, hakiviana 
Nahatonga toa hanjombon-dava

Fa na dia ...        --------"
20,bodo,"Oh oh oh eyah
Oh oh eyah

Hmm

Eto aho dia variana mamisavisa ny vita
Dia lasa koa ny ora ny taona mitombo mora.
Ka hoy aho hoe, fombany ihany io
Toneo fo dia itsiko.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

Oh oh oh eyah
Oh oh eyah

Ny ho avy indray jerena, raha mbola misy ny homena
Ny anio aloha dia vita, ny ampitso indray mahita
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

oohh
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina        --------"
21,bodo,"Izay nataonao hahasambatra anao
Toa mandamoka, sy very lava izao
Tofoka ianao fa na tsara aza natao
Vao mainka koa maha-be fahavalo anao

Mihodina anao ireo niantranao
Ka na ireo aza niteny ratsy anao
Dia hiova ianao, izay no hevitrao
Fa tsinontsinona izay kely vitanao

Tsy izany no ahakivy anao

Tsaroana ery hoy ihany ianao
Izay mba fahotana kely vitanao
Tsy levona iny, voatanisa hatramin’izao
Ka mety hibaby hatramin’ny taranakao

Aleo hilaza izay manam-bava
Aleo hifosa izay olon-doza
Fa raha ianao madio toa zaza
Ny sainao, ny fonao izay no tandrovy

Hoy aho hoe :


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
22,bodo,"Saingy hitanao
Misy rano ve 
Teo amin’ny tavako
Saingy henonao
Misy feo niloatra
Teo amin’ny vavako
Dia noheverinao
Fa tomany no 
Tamin’ny tarehiko
Dia noheverinao
Fa hoe ranomaso
No nisolo ny hehiko
Diso anefa ianao
Piti-drano ilay
Tamin’ny takolako
Ary tsy toloko
Ilay renao teo 
Fa angolangolako

Tsy maninona aho 
Tsy maninona aho
Ianao no voafitaky 
Ny eritreritrao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fampiononanao



Raha hitanao
Eny an-dalana eny
‘Lay olo-malalako
Dia mba ilazao
Fa tsy izy akory
Tsy izy no halako
Fa tandremonao
Sao lazainao azy
Ny amin’ny tantarako
‘Zao dia izao ihany
No ho teninao
Ka mba hanafarako
Diso hono hoe ianao
Raha heverinao
Fa tomany no ao am-po
Efa adino hono hoe
Ny momba anareo
Efa adino avokoa

Tsy maninona aho
Tsy maninona aho
Efa nionona aho
Ilay nilaozanao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fiverenanao

Tonony : abel andriarimalala
Feony : abel andriarimalala        --------"
23,bodo,"Raha tsy ho eo intsony ilay fitiavana hatrizay
Raha toa hizara roa ilay fo iray
Raha toa ka ho rava izay naorintsika izay
Raha toa ka nangatsika ilay fitia
Aza asiana teny intsony fa aleo
Hivalona avy hatrany
Aza asina alahelo na arahina tomany

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Tsy maninona raha tsy anjarantsika roa
Ny hikambana ho tena iray tokoa
Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha
Fitiavana tsy matotra na koa
Tsy nahafehy tena satria sahy nandà izay efa nekena

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Fa toa nifanjohy tsy nifankafoy nivoady  ho doria
Kanefa rava foana teo ilay fiainandry
(Fitia tsy hifanohy....) Raha toa tsy hifanjohy tsy hifanaradia
Tsy hifampitsinjo koa raha tsy to ilay fitia... dia...

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo


Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha....
Bodo & Naivo        --------"
24,bodo,"Ity hira ity no hamangiako anao any,
Dia hilazako hoe, hoe fitiavako madio.
Izao ihany aho dia hanambatra ny hery.
Ireny no efa vita ka tsy tiako ho very.

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Esory hatreo izay mampiahiahy, hm hmm
Ny fitiavako anao dia ataovy am-panahy.
Mandrakotra fotoana tsy ravan'ny taona
Tsy norefesina ho ampirafesina.

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)


Fitia mampitony.
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero.
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety simba.

Tsy miova aho!

Fitia mampitony
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety ho simba

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa efa tia, (Fa efa tia)
Efa tia anao. (Tena tia anao)        --------"
25,bodo,"Satriko tsy hilentika iny masoandro iny
Fa sompatra ny alina
Satriko ho mavana irony ahi-maitso
Fa tonga ny ririnina
Satriko tsy ho levona ny afo nanafana
Fa lasana lavenona
Satriko tsy hisaraka ny tana- mifandray
Fa sendra tadio sy orana maventy
Tora- defona mafonja 
Ka nilofika tsy fidiny
Tsy iriko, tsy iriko ny handratra
Fanahy ankiroa mifangoa
Fa tendrin’ny ao ambony
Izay no fiononako
Sy vali-tonom-bavako
Raha ho lasa ianao anefa ny foko mitahiry
Ilay nofy mamy teo
Fa izay no sisa heriko
Ahafahako milanja ilay alahelom-poko        --------"
26,bodo,"Mba ambarao mazava aminay ry Ray
Fa mbola misy zavatra tsy takatray
Ny tsy hamalianao ireo vavakay
Hatramin’izao ka hatramin’izay
Fa mbola feno fahotana ve izahay
Ka mbola tsy voavelanao ny helokay
Na dia miantso anao isan’andro aza izahay
Dia ny omaly tsy miova ny fiainanay

Tsy ho kivy anie aho miantso Anao 
Ray Malala ô
Hiantso Anao foana ity zanaka adala
Efa ela anie aho no mba te hiala
Amin’ny fiainanay toa kidaladala
Raha sitrakao ry Tompo omeo ahy ny hery
Hiatrehako ny ampitso ho avy mistery
Tariho làlana aho mba tsy ho very
Fa malemy sy osa feno fery

Mba iza moa ry Ray no hitarainako
Afa tsy Ianao izay nanao ny fiainako
Raha mitady hamolaka ny zava-manjo
Ianao ihany no andry iankinako
Ialako tsiny re ry Tompo Aminao
Na dia efa kivy tsy te hihaino ahy aza Ianao
Indro aho ry Tompo raiso fa adidinao
Efa trotraka miangavy mitalaho

Nangoniko ny heriko tato anaty
Hanazava ny finoako  mba tsy ho faty
Efa hatry ny ela anie aho no efa nino
Fa ny Raiko ambony tsy manadino
Ifonako ny ditra sy ny hadalàna
Tsy ataoko intsony ny handika lalàna
Indro ny tenako atolotro Anao
Inty aho ry Tompo ho irakao, irakao        --------"
27,bodo,"Moa va ianao ilay nandondona teo iny
Tsy novohaiko fa natahotra aho, aza tsiny
Ny andro koa moa efa maizina tamin’iny
Ny orana mijojo, rivotra nifofo
Naleoko tsy namaly

Menamenatra  ery aho ny omalin’iny
Ianao ilay nikopaka ahy, nefa izaho tsy nivily
Rehefa tsinjoko ianao fa nanaraka ahy
Nodiako tsy jerena
Nefa aho manantena
Fa mbola hihaona indray

Ka dia inona ary izato anton’ny dia
Aza misalasala fa avia
Mino aho fa hiandry valin’ny fitia
Matoa ianao velom-pitsikiana

Izaho akory tsy miavona sanatria
Nefa tsy tsipolitra manara-dia
Eto imasonao aho no milaza
Ho doria ny ahy fa tsy fitiavan-jaza


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
28,bodo,"Singan'olona toa very izany izaho
 Ravinkazo tafasaraka aman-taho 
Tapak'ahitr(a) entin-driaka ka indrisy
 Izay mba toera-nitodiana toa tsy misy

Zana-borona nanintan'elatra aho 
Raiki-tahotry ny orambe mitraho 
Tsy mba zatra ny fanala an-keniheny
 Ka maniry ny homban'ny ela-dreny

Manantena sady miandry fatratra aho 
Ka ny taratrao ry volana hapariaho
 Dia vimbino izany alahelo izany 
Fa ianao no tazana eto tsinjo any

Ombimanga diso ala mantsy aho 
Manin-kavana tsy foy ka mitalaho 
Any ambadika atsimon'iny bainga
 Izay milaza tsy hisento re mandainga

Singan'olona toa very izany izaho 
Sady tolan(ny manjo ka hivavao 
O ry Zoky,O ry Zandry hany fara Irario mba ho tafita soamantsara

O ry kintana ombay manatrika aho
 Mila tsy ho very dia ka iresaho Ianareo no solon-kava-mahatratra
 Izarako izay mba zavatra mihatra

Dia veloma sy masina indrindra ho'aho 
Ny fiarovan'ny Tsitoha no angatao
 Izany sandriny mahery tsy hiala 
Fa hivimbina ny dian'ny malala        --------"
29,bodo,"Singan'olona toa very izany izaho
Ravinkazo tafasaraka aman-taho
Tapak'ahitr(a) entin-driaka ka indrisy
 Izay mba toera-nitodiana toa tsy misy

   Zana-borona nanintsan'elatra aho
Raiki-tahotry ny orambe mitraho
Tsy mba zatra ny fanala an-keniheny
Ka maniry ny homban'ny ela-dreny

   Manantena sady miandry fatratra aho
Ka ny taratrao ry volana hapariaho
Dia vimbino izany alahelo izanyFa ianao no tazana eto tsinjo any

   Ombimanga diso ala mantsy aho
Manin-kavana tsy foy ka mitalaho
Any ambadika atsimon'iny bainga 
Izay milaza tsy hisento re mandainga

   Singan'olona toa very izany izaho
Sady tolan(ny manjo ka hivavao
O ry Zoky,O ry Zandry hany fara
Irario mba ho tafita soamantsara

   O ry kintana ombay manatrika aho
Mila tsy ho very dia ka iresaho
Ianareo no solon-kava-mahatratra
Izarako izay mba zavatra mihatra

   Dia veloma sy masina indrindra ho'aho
Ny fiarovan'ny Tsitoha no angatao
Izany sandriny mahery tsy hiala
Fa hivimbina ny dian'ny malala 

Elisa Fredda        --------"
30,bodo,"Niova indray izao ny fiainako
Tsy roa intsony toy ny teo aloha
Fa  niampy iray izay tena efa niriako
Efa ela izy no nofisiko
Efa ela izay no nofisiko
Fa mamy ery fa silaky ny  aina
Kokokoloina fa tena lalaina
Ary handaniako herim-po sy herin-tsaina
Tsy ataoko mampitaraina
Tsy ataoko mampitaraina
Ny ditra kely sy ny tomany
Ny hantahantany ho satriko ihany
Ankalozaiko dia omeko fitia 
Hilalaovako an-dry
Ary omeko tambitamby mandrakizay
Avelao ho azy 
ny ezaka hatrizay
Fa na mafy aza izany
Ho zakaiko fa ho anay
Zanako, zanako
Sitrapoko avelako avokoa
Fa izay rehetra atao dia ho an’ilay sombinaiko


Mpihira : bodo
Tonony : bodo
Feony : dôsa        --------"
